Record ID,Employee ID,Employee Name,Team,Process,Date,Shift,Records Received,Records Processed,Records Pending,Errors,Rework,SLA Target,SLA Achieved,Processing Time,Working Hours,Quality Score,Attendance,Status,Productivity,Productivity %,Error Rate %,Accuracy %,Rework Rate %,SLA %,SLA Breach,Attendance %,Absenteeism %,Processing Ratio %,Opening Backlog,Closing Backlog,Backlog Status,Productivity Band,Quality Band,SLA Band
REC000106,EMP026,Employee 026,Team C,Application Processing,2026-07-03,Afternoon,140,110,30,1,4,95,104,4.53,8.0,98.7,Present,Partial,13.75,91.67,0.91,99.09,3.64,94.55,Yes,100,0,78.57,2762,3656,Backlog Exists,High,Excellent,At Risk
REC000107,EMP027,Employee 027,Team C,Application Processing,2026-07-03,Afternoon,133,105,28,3,3,95,93,5.58,8.0,96.71,Present,Partial,13.12,87.5,2.86,97.14,2.86,88.57,Yes,100,0,78.95,2762,3656,Backlog Exists,Average,Good,Breached
REC000108,EMP028,Employee 028,Team C,Application Processing,2026-07-03,Morning,89,70,19,6,0,95,63,6.95,8.0,90.95,Present,Partial,8.75,58.33,8.57,91.43,0.0,90.0,Yes,100,0,78.65,2762,3656,Backlog Exists,Low,Average,At Risk
REC000109,EMP029,Employee 029,Team C,Application Processing,2026-07-03,Morning,81,64,17,0,1,95,63,4.77,4.0,99.47,Half Day,Partial,16.0,100.0,0.0,100.0,1.56,98.44,No,50,0,79.01,2762,3656,Backlog Exists,High,Excellent,Met
REC000110,EMP030,Employee 030,Team C,Application Processing,2026-07-03,General,94,74,20,7,1,95,64,4.07,7.5,90.84,Late,Partial,9.87,65.78,9.46,90.54,1.35,86.49,Yes,100,0,78.72,2762,3656,Backlog Exists,Low,Average,Breached
REC000111,EMP031,Employee 031,Team D,Quality Review,2026-07-03,General,102,93,9,5,2,95,83,6.37,8.0,94.35,Present,Partial,11.62,77.5,5.38,94.62,2.15,89.25,Yes,100,0,91.18,2762,3656,Backlog Exists,Average,Average,Breached
REC000112,EMP032,Employee 032,Team D,Quality Review,2026-07-03,Afternoon,67,61,6,4,2,95,44,5.74,8.0,93.92,Present,Partial,7.62,50.83,6.56,93.44,3.28,72.13,Yes,100,0,91.04,2762,3656,Backlog Exists,Low,Average,Breached
REC000113,EMP033,Employee 033,Team D,Quality Review,2026-07-03,Morning,99,90,9,5,2,95,84,5.39,8.0,94.76,Present,Partial,11.25,75.0,5.56,94.44,2.22,93.33,Yes,100,0,90.91,2762,3656,Backlog Exists,Average,Average,At Risk
REC000114,EMP034,Employee 034,Team D,Quality Review,2026-07-03,Night,97,89,8,8,2,95,85,3.41,8.0,91.07,Present,Partial,11.12,74.17,8.99,91.01,2.25,95.51,No,100,0,91.75,2762,3656,Backlog Exists,Low,Average,Met
REC000115,EMP035,Employee 035,Team D,Quality Review,2026-07-03,Morning,115,105,10,6,3,95,101,6.16,8.0,94.57,Present,Partial,13.12,87.5,5.71,94.29,2.86,96.19,No,100,0,91.3,2762,3656,Backlog Exists,Average,Average,Met
REC000116,EMP036,Employee 036,Team D,Quality Review,2026-07-03,Night,94,86,8,3,2,95,76,6.83,8.0,96.45,Present,Partial,10.75,71.67,3.49,96.51,2.33,88.37,Yes,100,0,91.49,2762,3656,Backlog Exists,Low,Good,Breached
REC000117,EMP037,Employee 037,Team D,Quality Review,2026-07-03,Afternoon,121,110,11,1,3,95,104,4.96,8.0,99.28,Present,Partial,13.75,91.67,0.91,99.09,2.73,94.55,Yes,100,0,90.91,2762,3656,Backlog Exists,High,Excellent,At Risk
REC000118,EMP038,Employee 038,Team D,Quality Review,2026-07-03,General,0,0,0,0,0,95,0,3.21,0.0,97.52,Leave,Pending,0.0,0.0,0.0,100.0,0.0,0.0,Yes,0,100,0.0,2762,3656,Backlog Exists,Low,Good,Breached
REC000119,EMP039,Employee 039,Team D,Quality Review,2026-07-03,Morning,116,105,11,4,1,95,97,7.0,8.0,96.35,Present,Partial,13.12,87.5,3.81,96.19,0.95,92.38,Yes,100,0,90.52,2762,3656,Backlog Exists,Average,Good,At Risk
REC000120,EMP040,Employee 040,Team D,Quality Review,2026-07-03,Night,46,42,4,3,1,95,33,4.71,7.5,91.89,Late,Partial,5.6,37.33,7.14,92.86,2.38,78.57,Yes,100,0,91.3,2762,3656,Backlog Exists,Low,Average,Breached
REC000121,EMP001,Employee 001,Team A,Document Verification,2026-07-04,General,68,88,0,4,2,95,85,3.0,8.0,95.09,Present,Completed,11.0,73.33,4.55,95.45,2.27,96.59,No,100,0,129.41,3656,3251,Backlog Exists,Low,Good,Met
REC000122,EMP002,Employee 002,Team A,Document Verification,2026-07-04,General,80,104,0,6,2,95,100,3.28,8.0,93.93,Present,Completed,13.0,86.67,5.77,94.23,1.92,96.15,No,100,0,130.0,3656,3251,Backlog Exists,Average,Average,Met
REC000123,EMP003,Employee 003,Team A,Document Verification,2026-07-04,General,69,90,0,6,1,95,79,3.15,8.0,93.05,Present,Completed,11.25,75.0,6.67,93.33,1.11,87.78,Yes,100,0,130.43,3656,3251,Backlog Exists,Average,Average,Breached
REC000124,EMP004,Employee 004,Team A,Document Verification,2026-07-04,Night,73,94,0,4,2,95,85,4.59,8.0,95.4,Present,Completed,11.75,78.33,4.26,95.74,2.13,90.43,Yes,100,0,128.77,3656,3251,Backlog Exists,Average,Good,At Risk
REC000125,EMP005,Employee 005,Team A,Document Verification,2026-07-04,Night,93,121,0,3,2,95,118,5.73,8.0,97.28,Present,Completed,15.12,100.0,2.48,97.52,1.65,97.52,No,100,0,130.11,3656,3251,Backlog Exists,High,Good,Met
REC000126,EMP006,Employee 006,Team A,Document Verification,2026-07-04,Afternoon,72,93,0,4,1,95,85,5.36,8.0,95.34,Present,Completed,11.62,77.5,4.3,95.7,1.08,91.4,Yes,100,0,129.17,3656,3251,Backlog Exists,Average,Good,At Risk
REC000127,EMP007,Employee 007,Team A,Document Verification,2026-07-04,General,45,59,0,6,2,95,44,4.33,8.0,89.94,Present,Completed,7.38,49.17,10.17,89.83,3.39,74.58,Yes,100,0,131.11,3656,3251,Backlog Exists,Low,Needs Improvement,Breached
REC000128,EMP008,Employee 008,Team A,Document Verification,2026-07-04,General,83,107,0,7,4,95,101,4.04,8.0,93.62,Present,Completed,13.38,89.17,6.54,93.46,3.74,94.39,Yes,100,0,128.92,3656,3251,Backlog Exists,Average,Average,At Risk
REC000129,EMP009,Employee 009,Team A,Document Verification,2026-07-04,General,53,69,0,5,2,95,62,6.81,8.0,92.12,Present,Completed,8.62,57.5,7.25,92.75,2.9,89.86,Yes,100,0,130.19,3656,3251,Backlog Exists,Low,Average,Breached
REC000130,EMP010,Employee 010,Team A,Document Verification,2026-07-04,General,103,132,0,0,4,95,125,4.07,8.0,99.97,Present,Completed,16.5,100.0,0.0,100.0,3.03,94.7,Yes,100,0,128.16,3656,3251,Backlog Exists,High,Excellent,At Risk
REC000131,EMP011,Employee 011,Team B,Data Entry,2026-07-04,General,68,69,0,4,1,95,60,6.41,8.0,94.36,Present,Completed,8.62,57.5,5.8,94.2,1.45,86.96,Yes,100,0,101.47,3656,3251,Backlog Exists,Low,Average,Breached
REC000132,EMP012,Employee 012,Team B,Data Entry,2026-07-04,Afternoon,112,113,0,3,2,95,107,3.82,8.0,97.11,Present,Completed,14.12,94.17,2.65,97.35,1.77,94.69,Yes,100,0,100.89,3656,3251,Backlog Exists,High,Good,At Risk
REC000133,EMP013,Employee 013,Team B,Data Entry,2026-07-04,Night,104,105,0,7,3,95,92,5.13,8.0,93.03,Present,Completed,13.12,87.5,6.67,93.33,2.86,87.62,Yes,100,0,100.96,3656,3251,Backlog Exists,Average,Average,Breached
REC000134,EMP014,Employee 014,Team B,Data Entry,2026-07-04,Morning,93,94,0,2,1,95,90,6.97,8.0,97.81,Present,Completed,11.75,78.33,2.13,97.87,1.06,95.74,No,100,0,101.08,3656,3251,Backlog Exists,Average,Good,Met
REC000135,EMP015,Employee 015,Team B,Data Entry,2026-07-04,Night,59,59,0,7,2,95,49,7.7,8.0,88.43,Present,Completed,7.38,49.17,11.86,88.14,3.39,83.05,Yes,100,0,100.0,3656,3251,Backlog Exists,Low,Needs Improvement,Breached
REC000136,EMP016,Employee 016,Team B,Data Entry,2026-07-04,Night,111,112,0,1,2,95,111,5.53,8.0,98.99,Present,Completed,14.0,93.33,0.89,99.11,1.79,99.11,No,100,0,100.9,3656,3251,Backlog Exists,High,Excellent,Met
REC000137,EMP017,Employee 017,Team B,Data Entry,2026-07-04,Afternoon,52,52,0,4,1,95,44,3.42,4.0,92.6,Half Day,Completed,13.0,86.67,7.69,92.31,1.92,84.62,Yes,50,0,100.0,3656,3251,Backlog Exists,Average,Average,Breached
REC000138,EMP018,Employee 018,Team B,Data Entry,2026-07-04,Morning,95,96,0,3,1,95,92,6.85,8.0,96.49,Present,Completed,12.0,80.0,3.12,96.88,1.04,95.83,No,100,0,101.05,3656,3251,Backlog Exists,Average,Good,Met
REC000139,EMP019,Employee 019,Team B,Data Entry,2026-07-04,Night,132,133,0,2,4,95,126,5.99,8.0,98.4,Present,Completed,16.62,100.0,1.5,98.5,3.01,94.74,Yes,100,0,100.76,3656,3251,Backlog Exists,High,Excellent,At Risk
REC000140,EMP020,Employee 020,Team B,Data Entry,2026-07-04,Afternoon,60,58,2,3,0,95,46,4.73,8.0,94.36,Present,Partial,7.25,48.33,5.17,94.83,0.0,79.31,Yes,100,0,96.67,3656,3251,Backlog Exists,Low,Average,Breached
REC000141,EMP021,Employee 021,Team C,Application Processing,2026-07-04,Afternoon,104,119,0,1,3,95,112,5.94,8.0,98.94,Present,Completed,14.88,99.17,0.84,99.16,2.52,94.12,Yes,100,0,114.42,3656,3251,Backlog Exists,High,Excellent,At Risk
REC000142,EMP022,Employee 022,Team C,Application Processing,2026-07-04,General,69,79,0,2,1,95,69,3.64,8.0,97.09,Present,Completed,9.88,65.83,2.53,97.47,1.27,87.34,Yes,100,0,114.49,3656,3251,Backlog Exists,Low,Good,Breached
REC000143,EMP023,Employee 023,Team C,Application Processing,2026-07-04,Night,104,119,0,2,4,95,113,6.01,8.0,98.41,Present,Completed,14.88,99.17,1.68,98.32,3.36,94.96,Yes,100,0,114.42,3656,3251,Backlog Exists,High,Excellent,At Risk
REC000144,EMP024,Employee 024,Team C,Application Processing,2026-07-04,Night,51,58,0,2,1,95,55,6.09,8.0,97.13,Present,Completed,7.25,48.33,3.45,96.55,1.72,94.83,Yes,100,0,113.73,3656,3251,Backlog Exists,Low,Good,At Risk
REC000145,EMP025,Employee 025,Team C,Application Processing,2026-07-04,Afternoon,70,80,0,5,1,95,72,3.13,8.0,94.15,Present,Completed,10.0,66.67,6.25,93.75,1.25,90.0,Yes,100,0,114.29,3656,3251,Backlog Exists,Low,Average,At Risk
REC000146,EMP026,Employee 026,Team C,Application Processing,2026-07-04,Afternoon,112,128,0,1,4,95,120,5.66,8.0,99.19,Present,Completed,16.0,100.0,0.78,99.22,3.12,93.75,Yes,100,0,114.29,3656,3251,Backlog Exists,High,Excellent,At Risk
REC000147,EMP027,Employee 027,Team C,Application Processing,2026-07-04,Afternoon,61,70,0,4,1,95,63,3.8,8.0,94.56,Present,Completed,8.75,58.33,5.71,94.29,1.43,90.0,Yes,100,0,114.75,3656,3251,Backlog Exists,Low,Average,At Risk
REC000148,EMP028,Employee 028,Team C,Application Processing,2026-07-04,Morning,66,76,0,5,2,95,64,5.93,8.0,94.08,Present,Completed,9.5,63.33,6.58,93.42,2.63,84.21,Yes,100,0,115.15,3656,3251,Backlog Exists,Low,Average,Breached
REC000149,EMP029,Employee 029,Team C,Application Processing,2026-07-04,Morning,112,129,0,3,2,95,123,3.23,8.0,97.48,Present,Completed,16.12,100.0,2.33,97.67,1.55,95.35,No,100,0,115.18,3656,3251,Backlog Exists,High,Good,Met
REC000150,EMP030,Employee 030,Team C,Application Processing,2026-07-04,General,41,45,0,4,0,95,39,5.59,8.0,91.71,Present,Completed,5.62,37.5,8.89,91.11,0.0,86.67,Yes,100,0,109.76,3656,3251,Backlog Exists,Low,Average,Breached
REC000151,EMP031,Employee 031,Team D,Quality Review,2026-07-04,General,86,94,0,6,1,95,87,3.07,8.0,93.73,Present,Completed,11.75,78.33,6.38,93.62,1.06,92.55,Yes,100,0,109.3,3656,3251,Backlog Exists,Average,Average,At Risk
REC000152,EMP032,Employee 032,Team D,Quality Review,2026-07-04,Afternoon,64,70,0,6,1,95,53,7.34,8.0,91.38,Present,Completed,8.75,58.33,8.57,91.43,1.43,75.71,Yes,100,0,109.38,3656,3251,Backlog Exists,Low,Average,Breached
REC000153,EMP033,Employee 033,Team D,Quality Review,2026-07-04,Morning,78,85,0,4,3,95,75,6.3,8.0,95.67,Present,Completed,10.62,70.83,4.71,95.29,3.53,88.24,Yes,100,0,108.97,3656,3251,Backlog Exists,Low,Good,Breached
REC000154,EMP034,Employee 034,Team D,Quality Review,2026-07-04,Night,68,74,0,8,4,95,67,3.16,8.0,89.82,Present,Completed,9.25,61.67,10.81,89.19,5.41,90.54,Yes,100,0,108.82,3656,3251,Backlog Exists,Low,Needs Improvement,At Risk
REC000155,EMP035,Employee 035,Team D,Quality Review,2026-07-04,Morning,94,103,0,4,3,95,91,6.58,8.0,96.35,Present,Completed,12.88,85.83,3.88,96.12,2.91,88.35,Yes,100,0,109.57,3656,3251,Backlog Exists,Average,Good,Breached
REC000156,EMP036,Employee 036,Team D,Quality Review,2026-07-04,Night,33,36,0,1,1,95,33,4.2,4.0,95.97,Half Day,Completed,9.0,60.0,2.78,97.22,2.78,91.67,Yes,50,0,109.09,3656,3251,Backlog Exists,Low,Good,At Risk
REC000157,EMP037,Employee 037,Team D,Quality Review,2026-07-04,Afternoon,115,125,0,0,4,95,117,5.06,8.0,99.81,Present,Completed,15.62,100.0,0.0,100.0,3.2,93.6,Yes,100,0,108.7,3656,3251,Backlog Exists,High,Excellent,At Risk
REC000158,EMP038,Employee 038,Team D,Quality Review,2026-07-04,General,92,101,0,4,2,95,94,6.14,7.5,96.3,Late,Completed,13.47,89.78,3.96,96.04,1.98,93.07,Yes,100,0,109.78,3656,3251,Backlog Exists,Average,Good,At Risk
REC000159,EMP039,Employee 039,Team D,Quality Review,2026-07-04,Morning,105,115,0,5,1,95,102,4.75,8.0,95.4,Present,Completed,14.38,95.83,4.35,95.65,0.87,88.7,Yes,100,0,109.52,3656,3251,Backlog Exists,High,Good,Breached
REC000160,EMP040,Employee 040,Team D,Quality Review,2026-07-04,Night,3,4,0,0,0,95,3,6.03,0.0,93.07,Absent,Completed,0.0,0.0,0.0,100.0,0.0,75.0,Yes,0,100,133.33,3656,3251,Backlog Exists,Low,Average,Breached
REC000161,EMP001,Employee 001,Team A,Document Verification,2026-07-05,General,91,104,0,5,2,95,96,5.35,8.0,95.52,Present,Completed,13.0,86.67,4.81,95.19,1.92,92.31,Yes,100,0,114.29,3251,3085,Backlog Exists,Average,Good,At Risk
REC000162,EMP002,Employee 002,Team A,Document Verification,2026-07-05,General,77,88,0,6,1,95,82,5.39,8.0,93.15,Present,Completed,11.0,73.33,6.82,93.18,1.14,93.18,Yes,100,0,114.29,3251,3085,Backlog Exists,Low,Average,At Risk
REC000163,EMP003,Employee 003,Team A,Document Verification,2026-07-05,General,65,74,0,2,2,95,71,4.14,8.0,96.96,Present,Completed,9.25,61.67,2.7,97.3,2.7,95.95,No,100,0,113.85,3251,3085,Backlog Exists,Low,Good,Met
REC000164,EMP004,Employee 004,Team A,Document Verification,2026-07-05,Night,81,92,0,5,1,95,84,6.34,8.0,94.8,Present,Completed,11.5,76.67,5.43,94.57,1.09,91.3,Yes,100,0,113.58,3251,3085,Backlog Exists,Average,Average,At Risk
REC000165,EMP005,Employee 005,Team A,Document Verification,2026-07-05,Night,99,113,0,3,3,95,109,4.95,8.0,97.71,Present,Completed,14.12,94.17,2.65,97.35,2.65,96.46,No,100,0,114.14,3251,3085,Backlog Exists,High,Good,Met
REC000166,EMP006,Employee 006,Team A,Document Verification,2026-07-05,Afternoon,68,77,0,4,1,95,68,4.75,8.0,94.86,Present,Completed,9.62,64.17,5.19,94.81,1.3,88.31,Yes,100,0,113.24,3251,3085,Backlog Exists,Low,Average,Breached
REC000167,EMP007,Employee 007,Team A,Document Verification,2026-07-05,General,44,50,0,6,1,95,42,6.48,8.0,88.68,Present,Completed,6.25,41.67,12.0,88.0,2.0,84.0,Yes,100,0,113.64,3251,3085,Backlog Exists,Low,Needs Improvement,Breached
REC000168,EMP008,Employee 008,Team A,Document Verification,2026-07-05,General,66,75,0,5,2,95,68,4.6,8.0,93.48,Present,Completed,9.38,62.5,6.67,93.33,2.67,90.67,Yes,100,0,113.64,3251,3085,Backlog Exists,Low,Average,At Risk
REC000169,EMP009,Employee 009,Team A,Document Verification,2026-07-05,General,48,55,0,3,0,95,46,6.29,7.5,94.01,Late,Completed,7.33,48.89,5.45,94.55,0.0,83.64,Yes,100,0,114.58,3251,3085,Backlog Exists,Low,Average,Breached
REC000170,EMP010,Employee 010,Team A,Document Verification,2026-07-05,General,121,135,0,3,2,95,134,4.44,8.0,97.71,Present,Completed,16.88,100.0,2.22,97.78,1.48,99.26,No,100,0,111.57,3251,3085,Backlog Exists,High,Good,Met
REC000171,EMP011,Employee 011,Team B,Data Entry,2026-07-05,General,80,73,7,5,2,95,68,4.59,8.0,93.52,Present,Partial,9.12,60.83,6.85,93.15,2.74,93.15,Yes,100,0,91.25,3251,3085,Backlog Exists,Low,Average,At Risk
REC000172,EMP012,Employee 012,Team B,Data Entry,2026-07-05,Afternoon,141,128,13,2,3,95,117,6.46,8.0,98.44,Present,Partial,16.0,100.0,1.56,98.44,2.34,91.41,Yes,100,0,90.78,3251,3085,Backlog Exists,High,Excellent,At Risk
REC000173,EMP013,Employee 013,Team B,Data Entry,2026-07-05,Night,75,68,7,4,1,95,61,5.13,7.5,94.27,Late,Partial,9.07,60.44,5.88,94.12,1.47,89.71,Yes,100,0,90.67,3251,3085,Backlog Exists,Low,Average,Breached
REC000174,EMP014,Employee 014,Team B,Data Entry,2026-07-05,Morning,107,98,9,6,1,95,87,6.76,8.0,93.63,Present,Partial,12.25,81.67,6.12,93.88,1.02,88.78,Yes,100,0,91.59,3251,3085,Backlog Exists,Average,Average,Breached
REC000175,EMP015,Employee 015,Team B,Data Entry,2026-07-05,Night,77,70,7,5,1,95,54,6.58,8.0,93.13,Present,Partial,8.75,58.33,7.14,92.86,1.43,77.14,Yes,100,0,90.91,3251,3085,Backlog Exists,Low,Average,Breached
REC000176,EMP016,Employee 016,Team B,Data Entry,2026-07-05,Night,147,134,13,3,5,95,129,5.06,8.0,97.7,Present,Partial,16.75,100.0,2.24,97.76,3.73,96.27,No,100,0,91.16,3251,3085,Backlog Exists,High,Good,Met
REC000177,EMP017,Employee 017,Team B,Data Entry,2026-07-05,Afternoon,74,68,6,6,3,95,61,6.18,8.0,90.82,Present,Partial,8.5,56.67,8.82,91.18,4.41,89.71,Yes,100,0,91.89,3251,3085,Backlog Exists,Low,Average,Breached
REC000178,EMP018,Employee 018,Team B,Data Entry,2026-07-05,Morning,40,36,4,1,1,95,34,6.31,4.0,97.59,Half Day,Partial,9.0,60.0,2.78,97.22,2.78,94.44,Yes,50,0,90.0,3251,3085,Backlog Exists,Low,Good,At Risk
REC000179,EMP019,Employee 019,Team B,Data Entry,2026-07-05,Night,132,120,12,1,3,95,116,3.2,8.0,99.0,Present,Partial,15.0,100.0,0.83,99.17,2.5,96.67,No,100,0,90.91,3251,3085,Backlog Exists,High,Excellent,Met
REC000180,EMP020,Employee 020,Team B,Data Entry,2026-07-05,Afternoon,54,51,3,5,1,95,44,4.15,8.0,90.23,Present,Partial,6.38,42.5,9.8,90.2,1.96,86.27,Yes,100,0,94.44,3251,3085,Backlog Exists,Low,Average,Breached
REC000181,EMP021,Employee 021,Team C,Application Processing,2026-07-05,Afternoon,145,132,13,2,5,95,124,6.01,8.0,98.63,Present,Partial,16.5,100.0,1.52,98.48,3.79,93.94,Yes,100,0,91.03,3251,3085,Backlog Exists,High,Excellent,At Risk
REC000182,EMP022,Employee 022,Team C,Application Processing,2026-07-05,General,0,0,0,0,0,95,0,4.91,0.0,93.74,Leave,Pending,0.0,0.0,0.0,100.0,0.0,0.0,Yes,0,100,0.0,3251,3085,Backlog Exists,Low,Average,Breached
REC000183,EMP023,Employee 023,Team C,Application Processing,2026-07-05,Night,0,0,0,0,0,95,0,5.45,0.0,98.18,Absent,Pending,0.0,0.0,0.0,100.0,0.0,0.0,Yes,0,100,0.0,3251,3085,Backlog Exists,Low,Excellent,Breached
REC000184,EMP024,Employee 024,Team C,Application Processing,2026-07-05,Night,82,75,7,2,1,95,72,3.29,8.0,97.11,Present,Partial,9.38,62.5,2.67,97.33,1.33,96.0,No,100,0,91.46,3251,3085,Backlog Exists,Low,Good,Met
REC000185,EMP025,Employee 025,Team C,Application Processing,2026-07-05,Afternoon,87,79,8,2,2,95,70,4.92,8.0,97.77,Present,Partial,9.88,65.83,2.53,97.47,2.53,88.61,Yes,100,0,90.8,3251,3085,Backlog Exists,Low,Good,Breached
REC000186,EMP026,Employee 026,Team C,Application Processing,2026-07-05,Afternoon,137,125,12,3,1,95,118,5.11,8.0,97.58,Present,Partial,15.62,100.0,2.4,97.6,0.8,94.4,Yes,100,0,91.24,3251,3085,Backlog Exists,High,Good,At Risk
REC000187,EMP027,Employee 027,Team C,Application Processing,2026-07-05,Afternoon,89,82,7,4,2,95,69,4.6,8.0,95.66,Present,Partial,10.25,68.33,4.88,95.12,2.44,84.15,Yes,100,0,92.13,3251,3085,Backlog Exists,Low,Good,Breached
REC000188,EMP028,Employee 028,Team C,Application Processing,2026-07-05,Morning,71,65,6,3,2,95,54,4.85,8.0,94.84,Present,Partial,8.12,54.17,4.62,95.38,3.08,83.08,Yes,100,0,91.55,3251,3085,Backlog Exists,Low,Average,Breached
REC000189,EMP029,Employee 029,Team C,Application Processing,2026-07-05,Morning,108,99,9,1,1,95,95,5.9,8.0,99.4,Present,Partial,12.38,82.5,1.01,98.99,1.01,95.96,No,100,0,91.67,3251,3085,Backlog Exists,Average,Excellent,Met
REC000190,EMP030,Employee 030,Team C,Application Processing,2026-07-05,General,76,69,7,4,1,95,52,7.14,8.0,94.42,Present,Partial,8.62,57.5,5.8,94.2,1.45,75.36,Yes,100,0,90.79,3251,3085,Backlog Exists,Low,Average,Breached
REC000191,EMP031,Employee 031,Team D,Quality Review,2026-07-05,General,52,68,0,4,1,95,61,3.82,8.0,93.89,Present,Completed,8.5,56.67,5.88,94.12,1.47,89.71,Yes,100,0,130.77,3251,3085,Backlog Exists,Low,Average,Breached
REC000192,EMP032,Employee 032,Team D,Quality Review,2026-07-05,Afternoon,49,64,0,5,1,95,53,4.34,8.0,92.47,Present,Completed,8.0,53.33,7.81,92.19,1.56,82.81,Yes,100,0,130.61,3251,3085,Backlog Exists,Low,Average,Breached
REC000193,EMP033,Employee 033,Team D,Quality Review,2026-07-05,Morning,86,113,0,5,3,95,103,4.78,8.0,95.99,Present,Completed,14.12,94.17,4.42,95.58,2.65,91.15,Yes,100,0,131.4,3251,3085,Backlog Exists,High,Good,At Risk
REC000194,EMP034,Employee 034,Team D,Quality Review,2026-07-05,Night,64,84,0,6,4,95,77,6.62,8.0,92.58,Present,Completed,10.5,70.0,7.14,92.86,4.76,91.67,Yes,100,0,131.25,3251,3085,Backlog Exists,Low,Average,At Risk
REC000195,EMP035,Employee 035,Team D,Quality Review,2026-07-05,Morning,74,98,0,3,1,95,91,5.38,8.0,96.86,Present,Completed,12.25,81.67,3.06,96.94,1.02,92.86,Yes,100,0,132.43,3251,3085,Backlog Exists,Average,Good,At Risk
REC000196,EMP036,Employee 036,Team D,Quality Review,2026-07-05,Night,78,102,0,5,2,95,92,5.47,8.0,95.01,Present,Completed,12.75,85.0,4.9,95.1,1.96,90.2,Yes,100,0,130.77,3251,3085,Backlog Exists,Average,Good,At Risk
REC000197,EMP037,Employee 037,Team D,Quality Review,2026-07-05,Afternoon,110,144,0,2,5,95,138,5.25,8.0,98.33,Present,Completed,18.0,100.0,1.39,98.61,3.47,95.83,No,100,0,130.91,3251,3085,Backlog Exists,High,Excellent,Met
REC000198,EMP038,Employee 038,Team D,Quality Review,2026-07-05,General,58,76,0,3,2,95,68,4.83,8.0,95.96,Present,Completed,9.5,63.33,3.95,96.05,2.63,89.47,Yes,100,0,131.03,3251,3085,Backlog Exists,Low,Good,Breached
REC000199,EMP039,Employee 039,Team D,Quality Review,2026-07-05,Morning,58,77,0,5,0,95,70,4.45,8.0,93.95,Present,Completed,9.62,64.17,6.49,93.51,0.0,90.91,Yes,100,0,132.76,3251,3085,Backlog Exists,Low,Average,At Risk
REC000200,EMP040,Employee 040,Team D,Quality Review,2026-07-05,Night,49,65,0,3,1,95,52,5.91,8.0,94.97,Present,Completed,8.12,54.17,4.62,95.38,1.54,80.0,Yes,100,0,132.65,3251,3085,Backlog Exists,Low,Average,Breached
REC000201,EMP001,Employee 001,Team A,Document Verification,2026-07-06,General,149,100,49,6,1,95,89,3.91,8.0,93.8,Present,Partial,12.5,83.33,6.0,94.0,1.0,89.0,Yes,100,0,67.11,3085,4583,Backlog Exists,Average,Average,Breached
REC000202,EMP002,Employee 002,Team A,Document Verification,2026-07-06,General,124,84,40,4,1,95,76,3.96,8.0,94.71,Present,Partial,10.5,70.0,4.76,95.24,1.19,90.48,Yes,100,0,67.74,3085,4583,Backlog Exists,Low,Average,At Risk
REC000203,EMP003,Employee 003,Team A,Document Verification,2026-07-06,General,154,104,50,5,3,95,94,6.77,8.0,95.55,Present,Partial,13.0,86.67,4.81,95.19,2.88,90.38,Yes,100,0,67.53,3085,4583,Backlog Exists,Average,Good,At Risk
REC000204,EMP004,Employee 004,Team A,Document Verification,2026-07-06,Night,114,77,37,2,1,95,73,5.3,8.0,97.37,Present,Partial,9.62,64.17,2.6,97.4,1.3,94.81,Yes,100,0,67.54,3085,4583,Backlog Exists,Low,Good,At Risk
REC000205,EMP005,Employee 005,Team A,Document Verification,2026-07-06,Night,155,104,51,1,2,95,101,4.17,8.0,98.7,Present,Partial,13.0,86.67,0.96,99.04,1.92,97.12,No,100,0,67.1,3085,4583,Backlog Exists,Average,Excellent,Met
REC000206,EMP006,Employee 006,Team A,Document Verification,2026-07-06,Afternoon,90,61,29,2,1,95,54,3.57,7.5,96.14,Late,Partial,8.13,54.22,3.28,96.72,1.64,88.52,Yes,100,0,67.78,3085,4583,Backlog Exists,Low,Good,Breached
